Category	Specific.function	FUNCTION	source	accession_check	Notes	Order
amino acid conversions	amino acid conversions	alanine dehydrogenase [EC:1.4.1.1]	KOfam	K00259		379
amino acid conversions	amino acid conversions	threonine dehydratase [EC:4.3.1.19]	KOfam	K01754		380
amino acid conversions	amino acid conversions	"L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]"	KOfam	K15785		381
amino acid conversions	amino acid conversions	cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]	KOfam	K21624		382
amino acid conversions	amino acid conversions	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	KOfam	K09022		383
amino acid conversions	amino acid conversions	"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)"	COG20_FUNCTION	COG2423		384
Glycine production	Glycine betaine catabolism	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	KOfam	K00544		385
Glycine production	Glycine betaine catabolism	dimethylglycine dehydrogenase [EC:1.5.8.4]	KOfam	K00315		386
Glycine production	Glycine betaine demethylation	"sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]"	KOfam	K00302		387
Glycine production	Glycine betaine demethylation	"sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]"	KOfam	K00304		388
Glycine production	Glycine betaine demethylation	"sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]"	KOfam	K00305		389
Glycine production	Glycine betaine demethylation	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	COG20_FUNCTION	COG0665		390
Yangs salvage	Yangs salvage	S-adenosylmethionine synthetase [EC:2.5.1.6]	KOfam	K00789		391
Yangs salvage	Yangs salvage	Spermidine synthase (polyamine aminopropyltransferase) (SpeE) (PDB:6BQ2)!!!S-adenosylmethionine decarboxylase (SpeD) (PDB:1TLU)	COG20_FUNCTION	COG0421!!!COG1586		392
Yangs salvage	Yangs salvage	spermidine synthase [EC:2.5.1.16]	KOfam	K00797		393
Yangs salvage	Yangs salvage	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	KOfam	K00772		394
Yangs salvage	Yangs salvage	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	KOfam	K08963		395
Yangs salvage	Yangs salvage	methylthioribulose 1-phosphate dehydratase	KOfam	NA		396
Yangs salvage	Yangs salvage	enolase-phosphatase E1	KOfam	NA		397
Yangs salvage	Yangs salvage	"2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]"	KOfam	NA		398
Yangs salvage	Yangs salvage	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]	COG20_FUNCTION	NA		399
Yangs salvage	Yangs salvage	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]"	COG20_FUNCTION	NA		400
Yangs salvage	Yangs salvage	L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase; mtnE (gene name)	KOfam	NA		401
Yangs salvage	Yangs salvage	bisanhydrobacterioruberin hydratase [EC:4.2.1.161]	KOfam	NA		402
Yangs salvage	Yangs salvage	tyrosine aminotransferase	KOfam	NA		403
Yangs salvage	Yangs salvage	aromatic-amino-acid transaminase [EC:2.6.1.57]	KOfam	NA		404
Yangs salvage	Yangs salvage	aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5]	KOfam	NA		405
DHAP salvage	DHAP salvage	S-adenosylmethionine synthetase [EC:2.5.1.6]	KOfam	K00789		406
DHAP salvage	DHAP salvage	Spermidine synthase (polyamine aminopropyltransferase) (SpeE) (PDB:6BQ2)!!!S-adenosylmethionine decarboxylase (SpeD) (PDB:1TLU)	COG20_FUNCTION	COG0421!!!COG1586		407
DHAP salvage	DHAP salvage	spermidine synthase [EC:2.5.1.16]	KOfam	K00797		408
DHAP salvage/5-deoxyribose salvage	DHAP salvage/5-deoxyribose salvage	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	KOfam	K00772		409
DHAP salvage/5-deoxyribose salvage	DHAP salvage/5-deoxyribose salvage	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	KOfam	K08963		410
DHAP salvage	DHAP salvage	"5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation) (AraD) (PDB:1FUA) (PUBMED:31950558)"	COG20_FUNCTION	COG0235		411
DHAP salvage	DHAP salvage	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	KOfam	K01740		412
S-adenosyl-L-methionine salvage II	S-adenosyl-L-methionine salvage II	adenosylhomocysteinase [EC:3.13.2.1]	KOfam	K01251		413
S-adenosyl-L-methionine salvage II	S-adenosyl-L-methionine salvage II	S-adenosylmethionine synthetase [EC:2.5.1.6]	KOfam	K00789		414
S-adenosyl-L-methionine salvage II	S-adenosyl-L-methionine salvage II	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	KOfam	K00558		415
S-adenosyl-L-methionine salvage II	S-adenosyl-L-methionine salvage II	Methionine synthase II (cobalamin-independent) (MetE) (PDB:1T7L)	COG20_FUNCTION	COG0620		416
S-adenosyl-L-methionine salvage II	S-adenosyl-L-methionine salvage II	"Methionine synthase I (cobalamin-dependent), methyltransferase domain (MetH1) (PDB:1LT7)"	COG20_FUNCTION	COG0646		417
S-adenosyl-L-methionine salvage II	S-adenosyl-L-methionine salvage II	S-adenosylmethionine synthetase [EC:2.5.1.6]	KOfam	K00789		418
Sulfur	Dissimilatory Sulfate Reduction	ATP sulfurylase (sulfate adenylyltransferase) (MET3) (PDB:1G8F)	COG20_FUNCTION	COG2046	K00958/ sulfate adenylyltransferase [EC:2.7.7.4]	419
Sulfur	Dissimilatory Sulfate Reduction	sulfate adenylyltransferase [EC:2.7.7.4]	KOfam	K00958	met/sat	420
Sulfur	Dissimilatory Sulfate Reduction	Adenylylsulfate kinase or related kinase (CysC) (PDB:2GKS)!!!Nicotinamide mononucleotide adenylyltransferase (NadR) (PDB:1LW7)	COG20_FUNCTION	COG0529!!!COG1056	K00955/bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]/cysNC	421
Sulfur	Dissimilatory Sulfate Reduction	"adenylylsulfate reductase, subunit A [EC:1.8.99.2]"	KOfam	K00394		422
Sulfur	Dissimilatory Sulfate Reduction	"adenylylsulfate reductase, subunit B [EC:1.8.99.2]"	KOfam	K00395		423
Sulfur	Dissimilatory Sulfate Reduction	dissimilatory sulfite reductase alpha subunit [EC:1.8.1.22]	KOfam	NA	K11180	424
Sulfur	Dissimilatory Sulfate Reduction	dissimilatory sulfite reductase beta subunit [EC:1.8.1.22]	KOfam	NA	K11181	425
Sulfur	Dissimilatory Sulfate Reduction	dissimilatory sulfite reductase flavoprotein subunit	KOfam	NA	K27196	426
Sulfur	Dissimilatory Sulfate Reduction	[DsrC]-trisulfide reductase subunit M [EC:1.8.5.10]	KOfam	NA	K27187	427
Sulfur	Dissimilatory Sulfate Reduction	[DsrC]-trisulfide reductase subunit K [EC:1.8.5.10]	KOfam	NA	K27188	428
Sulfur	Dissimilatory Sulfate Reduction	[DsrC]-trisulfide reductase subunit J	KOfam	NA	K27189	429
Sulfur	Dissimilatory Sulfate Reduction	[DsrC]-trisulfide reductase subunit O	KOfam	NA	K27190	430
Sulfur	Dissimilatory Sulfate Reduction	[DsrC]-trisulfide reductase subunit P	KOfam	NA	K27191	431
Sulfur	Assimilatory Sulfate Reduction	sulfate adenylyltransferase [EC:2.7.7.4]	KOfam	K00958	met/sat	432
Sulfur	Assimilatory Sulfate Reduction	Adenylylsulfate kinase or related kinase (CysC) (PDB:2GKS)!!!Nicotinamide mononucleotide adenylyltransferase (NadR) (PDB:1LW7)	COG20_FUNCTION	COG0529!!!COG1056	K00955/bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]/cysNC	433
Sulfur	Assimilatory Sulfate Reduction	Adenylylsulfate kinase or related kinase (CysC) (PDB:2GKS)	COG20_FUNCTION	COG0529	K00860/adenylylsulfate kinase [EC:2.7.1.25]/cysC	434
Sulfur	Assimilatory Sulfate Reduction	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme (CysD) (PDB:1ZUN)	COG20_FUNCTION	COG0175	K00390/phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]/cysH	435
Sulfur	Assimilatory Sulfate Reduction	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase (CysQ)	COG20_FUNCTION	COG1218	"K01082/3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]/cysQ"	436
Sulfur	Assimilatory Sulfate Reduction	ATP sulfurylase (sulfate adenylyltransferase) (MET3) (PDB:1G8F)	COG20_FUNCTION	COG2046	K00958/ sulfate adenylyltransferase [EC:2.7.7.4]	437
Sulfur	Assimilatory Sulfate Reduction	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	KOfam	NA	COG0369/ cysJ/K00380	438
Sulfur	Assimilatory Sulfate Reduction	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	KOfam	NA	COG0155/csJ/K00381	439
Sulfur	Assimilatory Sulfate Reduction	sulfite reductase (ferredoxin) [EC:1.8.7.1]	KOfam	NA	sir/K00392	440
Sulfur	Thioredoxin	Thiol-disulfide isomerase or thioredoxin (TrxA) (PDB:1XFL)	COG20_FUNCTION	COG0526		441
Sulfur	Sulfur oxidation	sulfur dioxygenase [EC:1.13.11.18]	KOfam	K17725		442
Sulfur	Sulfur Transport	S-adenosylmethionine uptake transporter	KOfam	K15270		443
Sulfur	Sulfur Transport	cysteine/O-acetylserine efflux protein	KOfam	K11249		444
Sulfur	Sulfur Transport	O-acetylserine/cysteine efflux transporter	KOfam	K15268		445
Sulfur	Sulfur Transport	"sulfate permease, SulP family"	KOfam	K03321		446
Sulfur	Sulfur Transport	"Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains (YedE)"	COG20_FUNCTION	COG2391		447
Sulfur	Sulfur Transport	"Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family (TauE) (PUBMED:21183667;22797525)"	COG20_FUNCTION	COG0730		448
Sulfur	Sulfur Transport	"ABC-type taurine transport system, periplasmic component (TauA) (PDB:6SSY)"	COG20_FUNCTION	COG4521		449
Sulfur	Sulfur Transport	taurine transport system ATP-binding protein [EC:7.6.2.7]	KOfam	K10831		450
Sulfur	Sulfur Transport	"ABC-type nitrate/sulfonate/bicarbonate transport system, permease component (TauC)"	COG20_FUNCTION	COG0600		451
Sulfur	Alkanesulfonate Metabolism	"Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase) (SsuD) (PDB:1BRL)"	COG20_FUNCTION	COG2141		452
Sulfur	Taurine Metabolism	"Taurine dioxygenase, alpha-ketoglutarate-dependent (TauD) (PDB:1DRT)"	COG20_FUNCTION	COG2175		453
Sulfur	Methanethiol Metabolism	methanethiol oxidase [EC:1.8.3.4]	KOfam	K17285		454
Sulfur	Thiosulfate Metabolism	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	KOfam	K01011		455
Sulfur	Sulfoacetaldehyde Metabolism	sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]	KOfam	K15515		456
Sulfur	Sulfoacetate Metabolism	sulfoacetate-CoA ligase [EC:6.2.1.-]	KOfam	K26005		457
Sulfur	Sulfoacetaldehyde Metabolism	sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]	KOfam	K03852		458
Sulfur	Sulfolactate Metabolism	(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]	KOfam	K16846		459
Sulfur	Sulfolactate Metabolism	(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]	KOfam	K16845		460
Sulfur	DHPS Metabolism	sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]	KOfam	K15509		461
Sulfur	DMSP Metabolism	dimethylsulfoniopropionate demethylase [EC:2.1.1.269]	KOfam	K17486	(dmdA)	462
Sulfur	DMSP Metabolism	3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]	KOfam	K20034	(dmdB)	463
Sulfur	DMSP Metabolism	3-(methylsulfanyl)propanoyl-CoA dehydrogenase [EC:1.3.99.41]	KOfam	K20035	(dmdC)	464
Sulfur	GHS Pathway	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	KOfam	K00121		465
Sulfur	GHS Pathway	Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71)	COG20_FUNCTION	COG1062		466
Sulfur	GHS Pathway	S-formylglutathione hydrolase [EC:3.1.2.12]	KOfam	K01070		467
Phosphorus	Phosphorous Regulation/Transport	protein PsiE	KOfam	K13256		468
Phosphorus	Phosphorous Regulation/Transport	phosphate starvation-inducible protein PhoH and related proteins	KOfam	K06217		469
Phosphorus	Phosphorous Regulation/Transport	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)"	COG20_FUNCTION	COG0745		470
Phosphorus	Phosphorous Regulation/Transport	phosphate transport system protein	KOfam	K02039		471
Phosphorus	Phosphorous Regulation/Transport	"ABC-type phosphate transport system, permease component (PstA)"	COG20_FUNCTION	COG0581		472
Phosphorus	Phosphorous Regulation/Transport	"ABC-type phosphate transport system, ATPase component (PstB)"	COG20_FUNCTION	COG1117		473
Phosphorus	Phosphorous Regulation/Transport	"ABC-type phosphate transport system, periplasmic component (PstS) (PDB:2Q9T)"	COG20_FUNCTION	COG0226		474
Phosphorus	Phosphorous Regulation/Transport	"ABC-type phosphate transport system, permease component (PstC)"	COG20_FUNCTION	COG0573		475
Phosphorus	Phosphorous Regulation/Transport	Phosphate/sulfate permease (PitA) (PUBMED:31358606)	COG20_FUNCTION	COG0306		476
Phosphorus	Phosphonate Regulation/Transport	phosphonate transport system ATP-binding protein [EC:7.3.2.2]	KOfam	K02041	phnC	477
Phosphorus	Phosphonate Regulation/Transport	phosphonate transport system substrate-binding protein	KOfam	K02044	phnD	478
Phosphorus	Phosphonate Regulation/Transport	phosphonate transport system permease protein	KOfam	K02042	phnE	479
Phosphorus	Phosphonate Regulation/Transport	putative phosphonate transport system ATP-binding protein	KOfam	K05781	phnK	480
Phosphorus	Phosphonate Regulation/Transport	"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (PhnP) (PDB:6B9V)"	COG20_FUNCTION	COG1235	phnP	481
Phosphorus	Phosphonate Regulation/Transport	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase PhnJ (PhnJ) (PDB:4XB6)	COG20_FUNCTION	COG3627	phnJ	482
Phosphorus	Phosphonate Regulation/Transport	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI (PhnI)	COG20_FUNCTION	COG3626	phnI	483
Phosphorus	Phosphonate Regulation/Transport	"ABC-type phosphonate transport system, ATPase component PhnK (PhnK) (PUBMED:19516334)"	COG20_FUNCTION	COG4107	phnK	484
Phosphorus	Phosphonate Regulation/Transport	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM (PhnM)	COG20_FUNCTION	COG3454	phnM	485
Phosphorus	Phosphonate Regulation/Transport	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL (PhnL)	COG20_FUNCTION	COG4778	phnL	486
Phosphorus	Phosphonate Regulation/Transport	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH (PhnH) (PDB:2FSU)	COG20_FUNCTION	COG3625	phnH	487
Phosphorus	Phosphonate Regulation/Transport	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG (PhnG) (PDB:4XB6)	COG20_FUNCTION	COG3624	phnG	488
Phosphorus	Phosphonate Regulation/Transport	"Thymidine phosphorylase (DeoA) (PDB:1AZY)!!!Ribose 1,5-bisphosphate kinase PhnN (PhnN)"	COG20_FUNCTION	COG0213!!!COG3709	phnN	489
Phosphorus	Phosphonate Regulation/Transport	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	KOfam	K05306	phnX	490
Phosphorus	Phosphonate Regulation/Transport	"Secreted phosphatase, PhoX family (PhoX) (PDB:3ZWU)"	COG20_FUNCTION	COG3211		491
Nitrogen	Polyamine metabolism	putative spermidine/putrescine transport system ATP-binding protein	KOfam	K02052		492
Nitrogen	Polyamine metabolism	"ABC-type spermidine/putrescine transport system, permease component I (PotB)"	COG20_FUNCTION	COG1176		493
Nitrogen	Polyamine metabolism	"ABC-type spermidine/putrescine transport system, permease component II (PotC)"	COG20_FUNCTION	COG1177		494
Nitrogen	Polyamine metabolism	Spermidine/putrescine-binding periplasmic protein (PotD) (PDB:1POT)	COG20_FUNCTION	COG0687		495
Nitrogen	Polyamine metabolism	agmatinase [EC:3.5.3.11]	KOfam	K01480		496
Nitrogen	Polyamine metabolism	ornithine decarboxylase [EC:4.1.1.17]	KOfam	K01581		497
Nitrogen	Polyamine metabolism	spermidine synthase [EC:2.5.1.16]	KOfam	K00797		498
Nitrogen	Polyamine metabolism	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	COG20_FUNCTION	COG1012		499
Nitrogen	Polyamine metabolism	glutarate dioxygenase [EC:1.14.11.64]	KOfam	K15737		500
Nitrogen	Polyamine metabolism	L-2-hydroxyglutarate oxidase LhgO (LhgO) (PDB:3DME)	COG20_FUNCTION	COG0579		501
Nitrogen	Polyamine metabolism	beta-alanine--pyruvate transaminase [EC:2.6.1.18]	KOfam	K00822		502
Nitrogen	Polyamine metabolism	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	KOfam	K00140		503
Nitrogen	Polyamine metabolism	beta-alanine--pyruvate transaminase [EC:2.6.1.18]	KOfam	K00822		504
Nitrogen	Polyamine metabolism	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	COG20_FUNCTION	COG1012		505
Nitrogen	Polyamine metabolism	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	KOfam	K00821		506
Nitrogen	Polyamine metabolism	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	KOfam	K00135		507
Nitrogen	Polyamine metabolism	glutamate---methylamine ligase [EC:6.3.4.12]	KOfam	K01949		508
Nitrogen	Polyamine metabolism	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	KOfam	K09471		509
Nitrogen	Polyamine metabolism	4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]	KOfam	K09472		510
Nitrogen	Polyamine metabolism	"Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain (PuuD) (PDB:1L9X)"	COG20_FUNCTION	COG2071		511
Nitrogen	Purine metabolism	"nucleobase:cation symporter-1, NCS1 family"	KOfam	K03457		512
Nitrogen	Purine metabolism	Nucleoside 2-deoxyribosyltransferase (RCL) (PDB:1F8X)	COG20_FUNCTION	COG3613		513
Nitrogen	Purine metabolism	adenine/guanine/hypoxanthine permease	KOfam	K06901		514
Nitrogen	Purine metabolism	Purine nucleoside phosphorylase (XapA) (PDB:1YQQ)	COG20_FUNCTION	COG0005		515
Nitrogen	Purine metabolism	GMP reductase [EC:1.7.1.7]	KOfam	K00364		516
Nitrogen	Purine metabolism	allantoate deiminase [EC:3.5.3.9]	KOfam	K02083		517
Nitrogen	Purine metabolism	"Uncharacterized conserved protein, Ntn-hydrolase superfamily (PDB:2IMH)"	COG20_FUNCTION	COG3342		518
Nitrogen	Purine metabolism	adenine deaminase [EC:3.5.4.2]	KOfam	K21053		519
Nitrogen	Purine metabolism	Xanthine/uracil permease (UraA) (PDB:3QE7)	COG20_FUNCTION	COG2233		520
Nitrogen	Purine metabolism	"ABC-type guanosine uptake system NupNOPQ, permease component NupP (NupP) (PUBMED:21926227)"	COG20_FUNCTION	COG4603		521
Nitrogen	Purine metabolism	"ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ (NupQ) (PUBMED:21926227)"	COG20_FUNCTION	COG1079		522
Nitrogen	Purine metabolism	"ABC-type guanosine uptake system NupNOPQ, ATPase component NupO (NupO) (PUBMED:21926227)"	COG20_FUNCTION	COG3845		523
Nitrogen	Purine metabolism	basic membrane protein A and related proteins	KOfam	K07335		524
Nitrogen	Purine metabolism	tRNA(Arg) A34 adenosine deaminase TadA (TadA) (PDB:2A8N)	COG20_FUNCTION	COG0590		525
Nitrogen	Purine metabolism	"Xanthine dehydrogenase, Fe-S cluster and FAD-binding subunit XdhA (XdhA)"	COG20_FUNCTION	COG4630		526
Nitrogen	Purine metabolism	"Xanthine dehydrogenase, molybdopterin-binding subunit XdhB (XdhB)"	COG20_FUNCTION	COG4631		527
Nitrogen	Purine metabolism	allantoinase [EC:3.5.2.5]	KOfam	K16842		528
Nitrogen	Purine metabolism	"5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family (HiuH) (PDB:2IGL)"	COG20_FUNCTION	COG2351		529
Nitrogen	Purine metabolism	Uncharacterized membrane protein	COG20_FUNCTION	COG3748		530
Nitrogen	Purine metabolism	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation) (PucL) (PDB:2O70)	COG20_FUNCTION	COG3195		531
Nitrogen	Purine metabolism	Allantoicase (Alc) (PDB:1O59)	COG20_FUNCTION	COG4266		532
Nitrogen	Purine metabolism	"Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family (XdhC) (PDB:2WE7) (PUBMED:24498065)"	COG20_FUNCTION	COG1975		533
Nitrogen	Purine metabolism	Urease accessory protein UreF (UreF) (PDB:3SF5)	COG20_FUNCTION	COG0830		534
Nitrogen	Purine metabolism	Urease accessory protein UreH (UreH) (PDB:3SF5)	COG20_FUNCTION	COG0829		535
Nitrogen	Purine metabolism	Urease alpha subunit (UreC) (PDB:5A6T)	COG20_FUNCTION	COG0804		536
Nitrogen	Purine metabolism	Urease accessory protein UreE (UreE) (PDB:1EAR)	COG20_FUNCTION	COG2371		537
Nitrogen	Purine metabolism	Urease beta subunit (UreB)	COG20_FUNCTION	COG0832		538
Nitrogen	Purine metabolism	Urease gamma subunit (UreA) (PDB:1A5K)	COG20_FUNCTION	COG0831		539
Nitrogen	Purine metabolism	urease accessory protein	KOfam	K03189		540
Nitrogen	Osmolyte	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	KOfam	K07026		541
Nitrogen	Osmolyte	glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]	KOfam	K13693		542
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21]	KOfam	K22083		543
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21]	KOfam	K22082		544
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21]	KOfam	K22081		545
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	trimethylamine monooxygenase [EC:1.14.13.148]	KOfam	K18277		546
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]	KOfam	K00605		547
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	KOfam	K00830		548
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	nitrilase [EC:3.5.5.1]	KOfam	K01501		549
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	"Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate (Nit2) (PUBMED:28373563)"	COG20_FUNCTION	COG0388		550
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family (OCDMu) (PDB:2I99)"	COG20_FUNCTION	COG2423		551
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	threonine dehydratase [EC:4.3.1.19]	KOfam	K01754		552
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	L-asparaginase II (AnsA2)	COG20_FUNCTION	COG4448		553
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	KOfam	K01953		554
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	COG20_FUNCTION	COG0665		555
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	"ammonium transporter, Amt family"	KOfam	K03320		556
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	Signal transduction histidine kinase NtrY involved in nitrogen fixation and metabolism regulation (NtrY)	COG20_FUNCTION	COG5000		557
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	"DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)"	COG20_FUNCTION	COG2204		558
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	"RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"	KOfam	K13821		559
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]	KOfam	K21624		560
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	branched chain amino acid efflux pump	KOfam	K26606		561
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	"Branched-chain amino acid ABC-type transport system, permease component (LivH)"	COG20_FUNCTION	COG0559		562
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	"ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)"	COG20_FUNCTION	COG0683		563
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	"ABC-type branched-chain amino acid transport system, ATPase component LivG (LivG) (PDB:1G9X) (PUBMED:29514851)"	COG20_FUNCTION	COG0411		564
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	"ABC-type branched-chain amino acid transport system, permease component (LivM)"	COG20_FUNCTION	COG4177		565
Nitrogen	Transferases/Transport/Amino Acids Metabolism/Amidases	"ABC-type branched-chain amino acid transport system, ATPase component LivF (LivF) (PDB:1JI0) (PUBMED:26527648;32250026)"	COG20_FUNCTION	COG0410		566
Nitrogen	glutathione hydrolase	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	KOfam	K00681		567
Nitrogen	glutamate dehydrogenase	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	KOfam	K00261		568
Nitrogen	2-aminoethylphosphonic acid degradation	2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming) [EC:1.13.11.78]	KOfam	K21196		569
Nitrogen	L-carnitine degradation	3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]	KOfam	K18013		570
Nitrogen	L-carnitine degradation	carnitine 3-dehydrogenase [EC:1.1.1.108]	KOfam	K17735		571
